Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2022-09-01,AXM,541,REP,KUL,I,,2,,false,,2022-09-01T15:45,2022-09-01T15:21,,,,,2022-09-01T19:00,2022-09-01T18:42,Airbus A320,,,,,,,,7b427f0b-bb23-4574-ab71-06724a7a7eb6,ee0741e6-30f0-4206-a176-bb97096e040c,e98bbdda-8a16-4c53-a837-d5ef8d617362,d0ed4e28-88b7-4a15-ba4e-bb366458975a,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-09-08,AIQ,322,PEN,DMK,,,1,,false,,2022-09-08T22:40,2022-09-08T22:40,,,,,2022-09-08T23:30,2022-09-08T23:23,Airbus A320,,,,,,,,2d008f56-3bb9-4dd3-acd3-d9ceece1e63d,49f5be2c-d4c1-4371-a45b-4ec4aabd7011,757f81d8-ac0c-4864-b42b-b99c4778e5a1,99e501ce-1da8-427e-b685-4f54c4a1a6ee,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-09-15,MMA,336,BKK,RGN,,,1,,false,,2022-09-15T10:40,,,,,,2022-09-15T11:30,,Airbus A319,,,,,,,,c6bf4a2c-15c8-4f69-aea3-e695c5ecd4e6,b9e86d85-2e17-4d4a-b769-9c60d395d8ba,548d409f-68f7-4450-aaaf-87133919af6d,92b636e0-e048-48e9-a490-8d4f1ee73807,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-09-17,AIQ,254,RGN,DMK,1,6,1,,false,,2022-09-17T17:20,2022-09-17T17:07,,,,,2022-09-17T19:05,2022-09-17T18:51,Airbus A320,,,,,,,,0032c1be-939a-4832-b149-96326f245245,49f5be2c-d4c1-4371-a45b-4ec4aabd7011,92b636e0-e048-48e9-a490-8d4f1ee73807,99e501ce-1da8-427e-b685-4f54c4a1a6ee,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-09-21,AAR,742,BKK,ICN,,,1,17,false,,2022-09-21T01:10,2022-09-21T01:07,,,,,2022-09-21T09:00,2022-09-21T08:36,Airbus A380,,,,,,,,053d62bd-b43f-4ddf-9296-19f17be452c3,3c484b30-2d33-4171-9aa8-5496efac3560,548d409f-68f7-4450-aaaf-87133919af6d,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,b8eb326f-91a9-4135-9759-93f73428b24f
2022-09-21,AAR,272,ICN,SEA,1,8,Main,,false,,2022-09-21T18:00,2022-09-21T17:57,,,,,2022-09-21T12:30,2022-09-21T11:37,Boeing 777-200 ER,,,,,,,,01e76e86-e7a2-428d-adf5-7a9b15d250f7,3c484b30-2d33-4171-9aa8-5496efac3560,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,b3f217fd-4bc7-4806-9efe-abe9446a74df,,a0f171e1-86df-426a-8922-e460c0660ae6
2023-01-04,ASA,620,SEA,DEN,Main,N19,Main,C39,false,,2023-01-04T10:10,2023-01-04T10:02,,,,,2023-01-04T13:52,2023-01-04T13:27,Boeing 737-900ER,,,,,,,,e1917ca5-b7d1-45c4-bc1c-f67242236c36,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,d00b5728-0678-4689-b660-fe9e583203dc,,24012541-435d-4a27-af8a-4791336f1965
2023-01-08,ASA,682,DEN,SEA,Main,C39,Main,D2,false,,2023-01-08T11:45,2023-01-08T11:32,,,,,2023-01-08T13:50,2023-01-08T13:28,Boeing 737-900ER,,,,,,,,ea3b8989-c0f7-4505-9aa6-aa5243cf8b07,45411282-5411-46ac-89ce-720ab9efe700,d00b5728-0678-4689-b660-fe9e583203dc,b3f217fd-4bc7-4806-9efe-abe9446a74df,,24012541-435d-4a27-af8a-4791336f1965
2023-03-18,QTR,720,SEA,DOH,Main,S10,,,false,,2023-03-18T17:20,2023-03-18T17:11:01,,,,,2023-03-19T17:45,2023-03-19T17:43,Boeing 777-300 ER,,,,,,,,8b937ca5-9f6f-480e-a761-e9cd2791a791,bbe2cc40-79ca-446a-8105-cbb932b064f0,b3f217fd-4bc7-4806-9efe-abe9446a74df,570ae63e-c342-4fdb-b344-554184c13f1b,,78eac566-1ad0-4ded-9979-9510dfde05f2
2023-03-20,QTR,1148,DOH,MCT,,C53,,,false,,2023-03-20T01:45,2023-03-20T02:00,,,,,2023-03-20T04:25,2023-03-20T04:20,Boeing 787-9,,,,,,,,53147e99-14bd-4b1b-a9c2-58f422ff7d43,bbe2cc40-79ca-446a-8105-cbb932b064f0,570ae63e-c342-4fdb-b344-554184c13f1b,c1dde392-741a-4dbc-9d9a-2e3c38d938e1,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2023-03-27,QTR,1149,MCT,DOH,,A8,,,false,,2023-03-27T05:55,2023-03-27T05:54,,,,,2023-03-27T06:25,2023-03-27T06:32,Boeing 787-8,,,,,,,,90379788-ec44-45db-ab01-d9f79e13e081,bbe2cc40-79ca-446a-8105-cbb932b064f0,c1dde392-741a-4dbc-9d9a-2e3c38d938e1,570ae63e-c342-4fdb-b344-554184c13f1b,,4f948d40-962a-4fdf-b1d9-424282d24f76
2023-03-27,QTR,719,DOH,SEA,,C11,Main,S12,false,,2023-03-27T07:55,2023-03-27T08:08,,,,,2023-03-27T12:35,2023-03-27T12:27,Boeing 777-300 ER,,,,,,,,563fdd0a-fdfa-4ff8-9d99-55622e2373a7,bbe2cc40-79ca-446a-8105-cbb932b064f0,570ae63e-c342-4fdb-b344-554184c13f1b,b3f217fd-4bc7-4806-9efe-abe9446a74df,,78eac566-1ad0-4ded-9979-9510dfde05f2
2023-03-30,NSZ,3305,BER,CPH,2,,2,,false,,2023-03-30T21:55,2023-03-30T21:53,,,,,2023-03-30T22:55,2023-03-30T22:51,Boeing 737-800,,,,,,,,15782d41-f2ed-485e-8f85-e5810f5186ef,17fd5940-d80e-4d17-b629-9ea3d6746b9c,45b0a8c3-66fd-4443-ac63-4f4354686859,09054701-0610-49f1-9bc4-e07200bdf095,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-06-08,JAL,67,SEA,NRT,Main,S8,2,73,false,,2023-06-08T13:30,2023-06-08T13:29,,,,,2023-06-09T15:30,2023-06-09T14:59,Boeing 787-8,,,,,,,,f449384a-8e93-4b8c-8f64-ec15d3d87e57,646d4d03-db09-45ee-8330-6af7d6dc61cd,b3f217fd-4bc7-4806-9efe-abe9446a74df,42cbe764-fc30-49b0-9e72-eca5f6c21767,,4f948d40-962a-4fdf-b1d9-424282d24f76
2023-06-12,JAL,751,NRT,HAN,2,71,2,,false,,2023-06-12T18:00,2023-06-12T18:13,,,,,2023-06-12T21:50,2023-06-12T22:16,Boeing 787-8,,,,,,,,03d5adf8-f191-45f3-967a-753da82f08ee,646d4d03-db09-45ee-8330-6af7d6dc61cd,42cbe764-fc30-49b0-9e72-eca5f6c21767,8a81e164-4c8e-4c01-8b04-b2497c51c090,,4f948d40-962a-4fdf-b1d9-424282d24f76
2023-06-19,HVN,7155,HAN,DAD,1,,1,,false,,2023-06-19T11:55,2023-06-19T11:55,,,,,2023-06-19T13:25,2023-06-19T13:20,Airbus A321neo,,,,,,,,df2902bf-f4f3-43db-bb03-0535abac7d5d,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,8a81e164-4c8e-4c01-8b04-b2497c51c090,ee8033a0-e61c-4c43-9016-b94443a0220a,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2023-06-22,HVN,7168,DAD,HAN,1,,1,,false,,2023-06-22T12:45,2023-06-22T12:42,,,,,2023-06-22T14:05,2023-06-22T14:06,Airbus A321,,,,,,,,4b0e2c31-5605-49a3-a92d-22bf8c9071de,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,ee8033a0-e61c-4c43-9016-b94443a0220a,8a81e164-4c8e-4c01-8b04-b2497c51c090,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2023-06-26,KAL,456,HAN,ICN,2,,2,267,false,,2023-06-26T23:10,2023-06-26T23:05,,,,,2023-06-27T05:25,2023-06-27T05:21,Boeing 777-300 ER,,,,,,,,d8293948-e26c-4e95-922f-b2400664a5fc,4bcd41e4-4c1d-4f70-8e68-51edb812ab3c,8a81e164-4c8e-4c01-8b04-b2497c51c090,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,78eac566-1ad0-4ded-9979-9510dfde05f2
2023-06-27,KAL,991,ICN,TAS,2,246,2,,false,,2023-06-27T15:35,2023-06-27T15:36,,,,,2023-06-27T19:20,2023-06-27T19:15,Airbus A330-200,,,,,,,,33850331-efa8-471f-98e0-1dbe3c8093c5,4bcd41e4-4c1d-4f70-8e68-51edb812ab3c,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,79742215-b449-46e2-9138-b27cbae97436,,b592e11d-fad7-492c-9c29-998f09eed93e
2023-07-05,UZB,44,SKD,TAS,,,,,false,,2023-07-05T15:45,,,,,,2023-07-05T16:35,,Airbus A320,,,,,,,,d3aac258-aaab-47be-9607-b00ac717efc5,9c95c233-4a2b-471e-849b-488926af7d80,f085a4b0-6c67-4e3b-a935-a67f1bfc4d01,79742215-b449-46e2-9138-b27cbae97436,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-07-06,CDC,8766,TAS,XIY,T2,,3,,false,,2023-07-06T12:40,2023-07-06T14:20:52,,,,,2023-07-06T20:35,2023-07-06T21:46,Airbus A320neo,,,,,,,,0123b2e5-ac51-47e2-94c5-78858bcee29f,e603f567-fb62-466c-9e3d-900ecad765ab,79742215-b449-46e2-9138-b27cbae97436,26f6fa01-7076-47ac-a5ed-2b6da02a177a,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2023-07-10,CHH,7507,XIY,CSX,2,,2,,false,,2023-07-10T13:55,,,,,,2023-07-10T16:00,,Boeing 737 MAX 8,,,,,,,,e9db0d2d-a0f2-4ad2-8b10-51065200c7e3,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,26f6fa01-7076-47ac-a5ed-2b6da02a177a,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2023-07-21,CXA,8309,CSX,SYX,2,37,,,false,,2023-07-21T14:35,2023-07-21T15:20,,,,,2023-07-21T16:55,2023-07-21T17:41,Boeing 737-800,,,,,,,,04fd0711-2969-4305-b3d4-40adb5783658,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,86baea5b-ada7-4048-b0f9-e647cf3e2e15,6499c350-ced5-46c3-882f-d8d08c4770fe,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-07-24,CXA,8310,SYX,CSX,,,2,,false,,2023-07-24T18:05,2023-07-24T18:14,,,,,2023-07-24T20:20,2023-07-24T20:34,Boeing 737-800,,,,,,,,efb0ba2d-f712-4d16-8214-9638a3bb05e4,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,6499c350-ced5-46c3-882f-d8d08c4770fe,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-08-08,CSC,8732,CAN,CTU,2,,2,,false,,2023-08-08T14:15,,,,,,2023-08-08T16:40,,Airbus A320,,,,,,,,668922dc-6b32-4a8b-b0ee-8e071d11cf7d,fab62880-f263-4586-866e-31876e29d6e3,7436d9ad-c589-49cb-9578-7762e8598fdc,b0c5320c-15c1-4f40-b789-0cfe491aeb91,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-08-09,CSC,8693,CTU,LXA,2,,,,false,,2023-08-09T08:30,,,,,,2023-08-09T10:40,,Airbus A330-200,,,,,,,,0d6f0187-265b-4c36-8645-2bc849331b75,fab62880-f263-4586-866e-31876e29d6e3,b0c5320c-15c1-4f40-b789-0cfe491aeb91,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,,b592e11d-fad7-492c-9c29-998f09eed93e
2023-08-20,CES,2440,LXA,XIY,,,3,,false,,2023-08-20T11:20,2023-08-20T11:12,,,,,2023-08-20T14:20,2023-08-20T14:20,Airbus A330-200,,,,,,,,e34fc828-d71b-4caf-a961-3ad7d4f6e3e4,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,26f6fa01-7076-47ac-a5ed-2b6da02a177a,,b592e11d-fad7-492c-9c29-998f09eed93e
2023-08-20,CES,2265,XIY,CSX,3,H14,2,,false,,2023-08-20T16:05,2023-08-20T15:58,,,,,2023-08-20T17:55,2023-08-20T17:58,Airbus A321,,,,,,,,7313c422-c1cc-45ef-a13d-550c0667c7fb,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,26f6fa01-7076-47ac-a5ed-2b6da02a177a,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2023-09-04,KAL,866,CAN,ICN,2,,2,230,false,,2023-09-04T12:40,2023-09-04T12:52,,,,,2023-09-04T17:15,2023-09-04T17:16,Airbus A330-300,,,,,,,,c2c67c03-0e35-4fad-9871-188d6a07a1f9,4bcd41e4-4c1d-4f70-8e68-51edb812ab3c,7436d9ad-c589-49cb-9578-7762e8598fdc,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2023-09-04,DAL,196,ICN,SEA,2,249,Main,S9,false,,2023-09-04T19:25,2023-09-04T19:24,,,,,2023-09-04T13:55,2023-09-04T13:36,Airbus A330-300,,,,,,,,0407a2fb-5804-431b-9a05-8e7642722a4a,a8765091-d043-44b1-936c-d217bb519e56,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,b3f217fd-4bc7-4806-9efe-abe9446a74df,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2023-09-08,ASA,486,SEA,ORD,Main,N4,2,E17,false,,2023-09-08T08:40,2023-09-08T08:56,,,,,2023-09-08T14:54,2023-09-08T14:50,Boeing 737 MAX 9,,,,,,,,f6c3dacc-ff58-478d-a8e7-68b23c7b432b,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8240381a-dce7-4694-a1d8-4769a0c6507a
2023-09-11,AAL,2668,ORD,SEA,3,H18,Main,D20,false,,2023-09-11T16:45,2023-09-11T16:39,,,,,2023-09-11T19:19,2023-09-11T19:04,Boeing 737-800,,,,,,,,f356e4f8-dace-46e1-8796-c42e076ab791,ae1fc6a5-c42d-4e70-ba63-d641d248d270,a5eff314-18e7-4c87-bd38-0131882f1b8d,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-09-15,UAL,1774,SEA,ORD,Main,S4,2,E11,false,,2023-09-15T13:58,2023-09-15T14:23,,,,,2023-09-15T20:07,2023-09-15T20:31,Boeing 737-800,,,,,,,,f6efef7e-4754-4726-9d5c-26a2e9494342,b57b4c86-4724-48f1-80be-d7de4036004a,b3f217fd-4bc7-4806-9efe-abe9446a74df,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-09-20,AAL,2668,ORD,SEA,3,K3,Main,S16,false,,2023-09-20T18:45,2023-09-20T20:47,,,,,2023-09-20T21:32,2023-09-20T23:28,Boeing 737-800,,,,,,,,a66b25e6-e6f4-4c1c-8fc2-281be1cbc881,ae1fc6a5-c42d-4e70-ba63-d641d248d270,a5eff314-18e7-4c87-bd38-0131882f1b8d,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-10-04,ASA,1144,SEA,LAX,Main,N12,6,64B,false,,2023-10-04T11:25,2023-10-04T12:01,,,,,2023-10-04T14:10,2023-10-04T14:41,Boeing 737 MAX 9,,,,,,,,9196fa05-2059-4850-bf83-5063544812c5,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,25b8d712-9888-423f-868d-b25f1d184aaf,,8240381a-dce7-4694-a1d8-4769a0c6507a
2023-10-04,CAL,5,LAX,TPE,B,157,2,D4,false,,2023-10-04T16:30,2023-10-04T16:34,,,,,2023-10-05T21:25,2023-10-05T21:14,Boeing 777-300 ER,,,,,,,,e6bdd177-f6f3-4249-99ca-43c21537c6d8,772d4949-a060-41e4-b4d4-6aff942bbf73,25b8d712-9888-423f-868d-b25f1d184aaf,1a0ff314-4db9-43eb-aef0-59d40b78505b,,78eac566-1ad0-4ded-9979-9510dfde05f2
